q_id,group,score,accuracy,reasoning,tokens,latency_ms,retrieval_ms,type,difficulty,bim_insight,hallucination,expanded_from_seed,context_is_iap,truncated,prompt_mode
50,D,2,1,1,2402,7380,331,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
51,D,7,4,2,3012,7513,329,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
52,D,3,2,1,2263,9336,1330,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
53,D,1,0,1,2570,6852,1192,spatial_awareness,High,False,True,True,True,False,appendix_c
54,D,3,2,1,2884,6692,333,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
55,D,4,2,1,2354,6302,379,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
56,D,1,0,1,2854,7060,340,spatial_awareness,High,False,True,True,True,False,appendix_c
57,D,3,2,1,2553,11938,361,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
58,D,2,1,1,2438,7183,469,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
59,D,3,2,1,2677,13077,400,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
60,D,1,0,1,2718,11263,330,spatial_awareness,High,False,True,True,True,False,appendix_c
61,D,1,1,0,2612,6412,393,spatial_awareness,High,False,True,True,True,False,appendix_c
62,D,1,1,0,2731,14070,352,multi_hop_topological,Expert,False,True,True,True,False,appendix_c
63,D,3,2,1,2396,15155,335,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
64,D,9,5,3,3045,14046,317,multi_hop_topological,Expert,True,False,True,True,False,appendix_c
65,D,3,2,1,3201,13162,357,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
66,D,9,5,3,2672,12554,367,multi_hop_topological,Expert,True,False,True,True,False,appendix_c
67,D,9,5,2,2021,12462,323,multi_hop_topological,Expert,True,False,True,True,False,appendix_c
68,D,9,5,2,3032,12042,295,multi_hop_topological,Expert,True,False,True,True,False,appendix_c
69,D,1,1,0,2703,13145,329,spatial_awareness,High,False,True,True,True,False,appendix_c
70,D,1,0,1,2608,6927,331,spatial_awareness,High,False,True,True,True,False,appendix_c
71,D,4,3,1,2768,7421,323,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
72,D,1,0,1,2587,17392,344,spatial_awareness,High,False,True,True,True,False,appendix_c
73,D,1,0,1,2629,6733,285,spatial_awareness,High,True,True,True,True,False,appendix_c
74,D,4,3,1,2045,6994,372,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
75,D,7,4,3,2626,11363,305,analytical_aggregation,Hard,False,False,True,True,False,appendix_c
76,D,1,0,1,2612,6430,322,spatial_awareness,High,False,True,True,True,False,appendix_c
77,D,1,0,1,2576,6447,357,spatial_awareness,High,False,True,True,True,False,appendix_c
78,D,1,0,1,3093,6710,363,spatial_awareness,High,False,True,True,True,False,appendix_c
79,D,6,4,2,2042,7403,314,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
80,D,7,5,2,2670,14279,369,multi_hop_topological,Expert,True,False,True,True,False,appendix_c
81,D,6,4,2,2636,7217,388,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
82,D,1,1,0,2343,12712,309,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
83,D,1,1,0,2610,10704,351,spatial_awareness,High,False,True,True,True,False,appendix_c
84,D,3,2,1,2608,6564,355,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
85,D,4,3,1,2675,6762,378,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
86,D,9,5,3,3054,12384,345,multi_hop_topological,Expert,True,False,True,True,False,appendix_c
87,D,9,5,3,2356,14874,381,multi_hop_topological,Expert,True,False,True,True,False,appendix_c
88,D,5,3,2,3162,7312,351,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
89,D,4,2,2,2642,9221,342,analytical_aggregation,Hard,False,False,True,True,False,appendix_c
90,D,4,3,1,2996,14014,362,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
91,D,1,1,0,2870,12414,325,spatial_awareness,High,False,True,True,True,False,appendix_c
92,D,3,2,1,3049,9496,334,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
93,D,2,1,1,2319,12861,418,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
94,D,7,4,2,3024,13746,486,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
95,D,7,4,2,2032,12542,385,multi_hop_topological,Expert,True,False,True,True,False,appendix_c
96,D,2,1,1,2637,6707,331,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
97,D,9,5,3,2612,13520,338,multi_hop_topological,Expert,True,False,True,True,False,appendix_c
98,D,1,1,0,2803,13275,359,spatial_awareness,High,False,True,True,True,False,appendix_c
99,D,0,0,0,2777,14937,325,spatial_awareness,High,False,True,True,True,False,appendix_c
100,D,0,0,0,2885,7528,338,spatial_awareness,High,False,True,True,True,False,appendix_c
101,D,1,1,0,2698,12957,307,spatial_awareness,High,False,True,True,True,False,appendix_c
102,D,7,4,2,1827,11967,333,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
103,D,3,2,1,2941,13593,318,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
104,D,2,1,1,2350,7405,356,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
105,D,4,3,1,2604,7036,356,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
106,D,6,4,2,2043,11252,314,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
107,D,0,0,0,2641,6873,372,spatial_awareness,High,False,True,True,True,False,appendix_c
108,D,2,1,1,2402,14523,378,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
109,D,1,1,0,2333,7066,330,multi_hop_topological,Expert,False,True,True,True,False,appendix_c
110,D,1,0,1,2507,11444,370,spatial_awareness,High,True,True,True,True,False,appendix_c
111,D,7,4,2,2688,13177,399,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
112,D,5,3,1,2718,6871,359,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
113,D,3,2,1,2071,8119,425,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
114,D,1,1,0,2802,9608,385,spatial_awareness,High,False,True,True,True,False,appendix_c
115,D,1,0,1,2781,7336,442,spatial_awareness,High,False,True,True,True,False,appendix_c
116,D,1,0,1,2810,6742,394,spatial_awareness,High,False,True,True,True,False,appendix_c
117,D,3,2,1,2733,7241,315,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
118,D,3,2,1,2658,11393,395,spatial_awareness,High,False,True,True,True,False,appendix_c
119,D,1,0,1,2554,13907,361,spatial_awareness,High,False,True,True,True,False,appendix_c
120,D,4,2,1,2192,7208,359,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
121,D,1,1,0,2623,7203,407,spatial_awareness,High,False,True,True,True,False,appendix_c
122,D,1,1,0,3004,11130,389,spatial_awareness,High,False,True,True,True,False,appendix_c
123,D,1,1,0,2329,7631,378,multi_hop_topological,Expert,False,True,True,True,False,appendix_c
124,D,7,4,2,2620,6864,350,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
125,D,1,1,0,2702,11987,369,spatial_awareness,High,False,True,True,True,False,appendix_c
126,D,4,3,1,2338,13613,323,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
127,D,3,2,1,2126,6646,373,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
128,D,1,0,1,2521,12549,348,spatial_awareness,High,True,True,True,True,False,appendix_c
129,D,2,1,1,2591,7075,367,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
130,D,1,1,0,3090,6204,309,spatial_awareness,High,False,True,True,True,False,appendix_c
131,D,3,2,1,2837,6514,341,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
132,D,1,1,0,2817,11650,303,spatial_awareness,High,False,True,True,True,False,appendix_c
133,D,2,1,1,2528,6643,584,spatial_awareness,High,False,True,True,True,False,appendix_c
134,D,4,2,2,2269,8179,300,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
135,D,3,2,1,2633,7370,441,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
136,D,1,0,1,3157,9708,1737,spatial_awareness,High,False,True,True,True,False,appendix_c
137,D,1,0,1,2859,6540,354,spatial_awareness,High,False,True,True,True,False,appendix_c
138,D,9,5,3,2475,14489,413,multi_hop_topological,Expert,True,False,True,True,False,appendix_c
139,D,2,1,1,2220,13807,430,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
140,D,7,4,2,2740,15634,411,multi_hop_topological,Expert,True,False,True,True,False,appendix_c
141,D,4,2,1,2577,7082,320,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
142,D,6,4,2,2615,12892,299,multi_hop_topological,Expert,True,False,True,True,False,appendix_c
143,D,3,2,1,3170,13604,383,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
144,D,8,5,3,2598,12954,688,analytical_aggregation,Hard,False,False,True,True,False,appendix_c
145,D,1,0,1,2484,11077,386,spatial_awareness,High,False,True,True,True,False,appendix_c
146,D,1,1,0,2699,11464,534,spatial_awareness,High,False,True,True,True,False,appendix_c
147,D,3,2,1,2731,10674,381,spatial_awareness,High,False,False,True,True,False,appendix_c
148,D,1,0,1,2488,6424,448,spatial_awareness,High,True,True,True,True,False,appendix_c
149,D,1,0,1,2584,7389,375,spatial_awareness,High,False,True,True,True,False,appendix_c
150,D,7,4,2,2325,14645,464,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
151,D,1,0,1,2588,14910,353,spatial_awareness,High,False,True,True,True,False,appendix_c
152,D,9,5,2,2558,9882,371,multi_hop_topological,Expert,True,False,True,True,False,appendix_c
153,D,7,4,3,2633,12786,336,spatial_awareness,High,False,False,True,True,False,appendix_c
154,D,1,0,1,2549,6275,428,spatial_awareness,High,False,True,True,True,False,appendix_c
155,D,3,2,1,2703,7295,473,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
156,D,7,4,2,2685,6517,582,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
157,D,4,2,2,2158,13279,620,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
158,D,6,4,2,2619,14005,1207,spatial_awareness,High,False,False,True,True,False,appendix_c
159,D,4,2,1,3176,14034,488,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
160,D,1,0,1,2501,13758,1458,spatial_awareness,High,True,True,True,True,False,appendix_c
161,D,7,4,2,3026,11000,327,multi_hop_topological,Expert,True,False,True,True,False,appendix_c
162,D,5,3,2,3112,14009,413,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
163,D,4,3,1,2955,13197,325,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
164,D,5,4,1,2114,12541,297,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
165,D,3,2,1,2535,14354,840,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
166,D,3,2,1,2380,15528,310,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
167,D,9,5,2,2424,13994,316,multi_hop_topological,Expert,True,False,True,True,False,appendix_c
168,D,3,2,1,2564,6422,369,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
169,D,1,1,0,2830,13830,802,spatial_awareness,High,False,True,True,True,False,appendix_c
170,D,9,5,3,2099,7639,603,multi_hop_topological,Expert,True,False,True,True,False,appendix_c
171,D,4,3,1,2121,12547,361,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
172,D,9,5,2,2906,11178,436,multi_hop_topological,Expert,True,False,True,True,False,appendix_c
173,D,4,3,1,2404,14947,369,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
174,D,1,0,1,2558,6740,344,spatial_awareness,High,False,True,True,True,False,appendix_c
175,D,0,0,0,2588,14196,438,spatial_awareness,High,False,True,True,True,False,appendix_c
176,D,2,1,1,2251,14868,382,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
177,D,3,2,1,2227,13025,430,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
178,D,3,2,1,2999,7504,359,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
179,D,7,4,2,2050,16068,440,multi_hop_topological,Expert,True,False,True,True,False,appendix_c
180,D,7,4,2,2692,14847,418,multi_hop_topological,Expert,True,False,True,True,False,appendix_c
181,D,1,0,1,2544,6715,471,spatial_awareness,High,False,True,True,True,False,appendix_c
182,D,1,1,0,2564,14216,347,spatial_awareness,High,False,True,True,True,False,appendix_c
183,D,1,1,0,2476,13180,346,spatial_awareness,High,False,True,True,True,False,appendix_c
184,D,10,5,3,2660,12348,405,multi_hop_topological,Expert,True,False,True,True,False,appendix_c
185,D,1,0,1,2621,6735,373,spatial_awareness,High,False,True,True,True,False,appendix_c
186,D,9,5,3,2644,11730,353,analytical_aggregation,Hard,False,False,True,True,False,appendix_c
187,D,3,2,1,2743,14376,364,multi_hop_topological,Expert,True,False,True,True,False,appendix_c
188,D,4,2,2,2456,16121,350,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
189,D,4,3,1,3201,10347,349,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
190,D,1,1,0,2807,11993,356,spatial_awareness,High,False,True,True,True,False,appendix_c
191,D,7,4,2,3044,10943,451,multi_hop_topological,Expert,True,True,True,True,False,appendix_c
192,D,3,2,1,2665,12773,340,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
193,D,2,1,1,2631,12523,363,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
194,D,9,5,3,3153,12061,363,multi_hop_topological,Expert,True,False,True,True,False,appendix_c
195,D,1,0,1,2811,6845,356,spatial_awareness,High,False,True,True,True,False,appendix_c
196,D,1,1,0,2577,6182,353,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
197,D,3,2,1,3067,7974,391,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
198,D,3,2,1,2698,6847,495,analytical_aggregation,Hard,False,True,True,True,False,appendix_c
199,D,2,1,1,2156,13709,451,spatial_awareness,High,False,True,True,True,False,appendix_c
