q_id,group,score,accuracy,reasoning,tokens,latency_ms,retrieval_ms,type,difficulty,bim_insight,hallucination,expanded_from_seed,context_is_iap,truncated,prompt_mode
67,E,5,3,1,1684,7562,487,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
67,F,4,3,1,2240,14289,485,multi_hop_topological,Expert,True,True,True,False,False,appendix_c
68,E,2,1,1,1721,6835,336,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
68,F,3,2,1,1900,11142,418,multi_hop_topological,Expert,False,True,True,False,False,appendix_c
69,E,4,3,1,1270,10781,361,spatial_awareness,High,False,True,False,False,False,appendix_c
69,F,1,0,1,1396,6821,436,spatial_awareness,High,False,True,False,False,False,appendix_c
70,E,1,1,0,836,36720,321,spatial_awareness,High,False,True,False,False,False,appendix_c
70,F,1,0,1,1414,6610,380,spatial_awareness,High,False,True,False,False,False,appendix_c
71,E,0,0,0,1225,14547,330,multi_hop_topological,Expert,False,True,False,False,False,appendix_c
71,F,1,1,0,2147,13350,321,multi_hop_topological,Expert,False,True,True,False,False,appendix_c
72,E,4,2,2,1188,11212,324,spatial_awareness,High,False,True,False,False,False,appendix_c
72,F,2,1,1,1772,12427,379,spatial_awareness,High,False,True,True,False,False,appendix_c
73,E,1,0,1,1154,10592,339,spatial_awareness,High,False,True,False,False,False,appendix_c
73,F,1,1,0,1349,6637,366,spatial_awareness,High,False,True,False,False,False,appendix_c
74,E,2,1,1,1611,6682,360,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
74,F,1,0,1,2205,13720,491,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
75,E,4,2,2,1442,13571,384,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
75,F,9,5,3,1333,9239,341,analytical_aggregation,Hard,False,False,True,False,False,appendix_c
76,E,4,2,2,1286,13247,552,spatial_awareness,High,False,True,False,False,False,appendix_c
76,F,6,4,2,1214,12400,621,spatial_awareness,High,False,False,False,False,False,appendix_c
77,E,1,0,1,1345,7039,386,spatial_awareness,High,False,True,False,False,False,appendix_c
77,F,0,0,0,1380,7877,1303,spatial_awareness,High,False,True,False,False,False,appendix_c
78,E,2,1,1,1173,11762,398,spatial_awareness,High,False,True,False,False,False,appendix_c
78,F,1,0,1,2040,6567,420,spatial_awareness,High,False,True,True,False,False,appendix_c
79,E,3,2,1,1558,6662,499,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
79,F,1,0,1,2125,13200,332,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
80,E,5,3,2,1632,7466,336,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
80,F,1,0,1,1901,14688,341,multi_hop_topological,Expert,False,True,True,False,False,appendix_c
81,E,1,0,1,1673,14355,294,multi_hop_topological,Expert,False,True,False,False,False,appendix_c
81,F,8,5,2,1853,14005,575,multi_hop_topological,Expert,True,False,True,False,False,appendix_c
82,E,3,2,1,1546,14553,374,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
82,F,0,0,0,2039,13244,382,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
83,E,1,1,0,1121,11090,700,spatial_awareness,High,False,True,False,False,False,appendix_c
83,F,2,1,1,1530,13903,577,spatial_awareness,High,False,True,True,False,False,appendix_c
84,E,4,3,1,1849,7565,410,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
84,F,1,0,1,1996,7331,475,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
85,E,1,1,0,1585,12913,317,multi_hop_topological,Expert,False,True,False,False,False,appendix_c
85,F,1,1,0,2153,12636,475,multi_hop_topological,Expert,False,True,True,False,False,appendix_c
86,E,1,0,1,1816,7899,633,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
86,F,1,0,1,1963,11560,409,multi_hop_topological,Expert,False,True,True,False,False,appendix_c
87,E,9,5,3,1664,7552,403,multi_hop_topological,Expert,True,False,False,False,False,appendix_c
87,F,7,4,2,2189,13948,381,multi_hop_topological,Expert,True,True,True,False,False,appendix_c
88,E,3,2,1,1598,14964,454,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
88,F,7,4,2,1858,6629,448,multi_hop_topological,Expert,True,False,True,False,False,appendix_c
89,E,3,2,1,1466,11359,500,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
89,F,3,2,1,1340,10019,470,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
90,E,5,3,2,1438,15066,697,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
90,F,2,1,1,1923,13410,327,multi_hop_topological,Expert,False,True,True,False,False,appendix_c
91,E,1,1,0,1148,9013,328,spatial_awareness,High,False,True,False,False,False,appendix_c
91,F,7,5,2,1460,13761,635,spatial_awareness,High,False,False,True,False,False,appendix_c
92,E,0,0,0,1810,7628,341,multi_hop_topological,Expert,False,True,False,False,False,appendix_c
92,F,1,0,1,1963,11151,412,multi_hop_topological,Expert,False,True,True,False,False,appendix_c
93,E,7,4,2,1660,7180,386,multi_hop_topological,Expert,True,False,False,False,False,appendix_c
93,F,8,5,2,2125,14807,344,multi_hop_topological,Expert,True,False,True,False,False,appendix_c
94,E,1,0,1,1715,6797,361,multi_hop_topological,Expert,False,True,False,False,False,appendix_c
94,F,1,1,0,1896,10565,364,multi_hop_topological,Expert,False,True,True,False,False,appendix_c
95,E,4,3,1,1662,9137,372,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
95,F,9,5,3,2259,16419,351,multi_hop_topological,Expert,True,False,True,False,False,appendix_c
96,E,2,1,1,1787,14110,1848,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
96,F,1,0,1,1869,15825,733,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
97,E,1,0,1,1705,29652,13972,multi_hop_topological,Expert,False,True,False,False,False,appendix_c
97,F,7,4,2,1819,36478,15812,multi_hop_topological,Expert,True,False,True,False,False,appendix_c
98,E,3,2,1,1107,29443,14328,spatial_awareness,High,False,True,False,False,False,appendix_c
98,F,3,2,1,1433,30333,12180,spatial_awareness,High,False,True,True,False,False,appendix_c
99,E,6,3,2,1136,17383,3925,spatial_awareness,High,False,True,False,False,False,appendix_c
99,F,1,0,1,1453,19257,12195,spatial_awareness,High,False,True,False,False,False,appendix_c
100,E,6,4,2,1256,20433,9024,spatial_awareness,High,False,True,False,False,False,appendix_c
100,F,1,0,1,1651,14929,8226,spatial_awareness,High,False,True,True,False,False,appendix_c
101,E,1,1,0,1211,12738,6762,spatial_awareness,High,False,True,False,False,False,appendix_c
101,F,1,0,1,1429,6677,367,spatial_awareness,High,False,True,False,False,False,appendix_c
102,E,5,3,2,1292,6486,391,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
102,F,4,2,1,1346,6206,357,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
103,E,1,0,1,1637,6471,401,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
103,F,3,2,1,2181,13423,427,multi_hop_topological,Expert,True,True,True,False,False,appendix_c
104,E,4,2,1,1682,8790,741,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
104,F,1,0,1,2138,7037,729,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
105,E,1,1,0,1621,13340,338,multi_hop_topological,Expert,False,True,False,False,False,appendix_c
105,F,3,2,1,1910,14525,445,multi_hop_topological,Expert,True,True,True,False,False,appendix_c
106,E,2,1,1,1762,7218,391,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
106,F,9,5,3,1934,13857,440,multi_hop_topological,Expert,True,False,True,False,False,appendix_c
107,E,6,4,2,1269,10614,361,spatial_awareness,High,False,True,False,False,False,appendix_c
107,F,1,0,1,1382,6582,495,spatial_awareness,High,False,True,False,False,False,appendix_c
108,E,3,2,1,1757,12844,445,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
108,F,1,1,0,1891,36110,400,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
109,E,1,1,0,1773,8337,432,multi_hop_topological,Expert,False,True,False,False,False,appendix_c
109,F,1,1,0,2085,9802,517,multi_hop_topological,Expert,False,True,True,False,False,appendix_c
110,E,4,2,1,1355,7609,340,spatial_awareness,High,False,True,False,False,False,appendix_c
110,F,1,0,1,1400,7513,361,spatial_awareness,High,False,True,False,False,False,appendix_c
111,E,2,1,1,1568,13196,896,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
111,F,1,0,1,1842,12198,372,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
112,E,0,0,0,1223,14282,380,multi_hop_topological,Expert,False,True,False,False,False,appendix_c
112,F,1,0,1,2132,12717,376,multi_hop_topological,Expert,True,True,True,False,False,appendix_c
113,E,3,2,1,1649,7358,435,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
113,F,1,0,1,2172,13973,308,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
114,E,3,2,1,1175,11704,691,spatial_awareness,High,False,False,False,False,False,appendix_c
114,F,2,1,1,1386,7097,672,spatial_awareness,High,False,True,False,False,False,appendix_c
115,E,1,1,0,1316,7410,359,spatial_awareness,High,False,True,False,False,False,appendix_c
115,F,1,1,0,1422,7610,332,spatial_awareness,High,False,True,False,False,False,appendix_c
116,E,1,0,1,1349,7570,335,spatial_awareness,High,False,True,False,False,False,appendix_c
116,F,0,0,0,1296,12431,307,spatial_awareness,High,False,True,False,False,False,appendix_c
117,E,0,0,0,1220,15128,500,multi_hop_topological,Expert,False,True,False,False,False,appendix_c
117,F,0,0,0,2156,12137,355,multi_hop_topological,Expert,False,True,True,False,False,appendix_c
118,E,6,3,3,1183,12740,334,spatial_awareness,High,False,False,False,False,False,appendix_c
118,F,1,0,1,1370,12009,1307,spatial_awareness,High,False,True,False,False,False,appendix_c
119,E,1,1,0,1302,6855,310,spatial_awareness,High,False,True,False,False,False,appendix_c
119,F,1,0,1,1395,6199,327,spatial_awareness,High,False,True,False,False,False,appendix_c
120,E,5,3,1,1632,6445,313,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
120,F,1,1,0,1772,10108,358,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
121,E,3,2,1,1288,13668,372,spatial_awareness,High,False,True,False,False,False,appendix_c
121,F,1,0,1,1378,6905,315,spatial_awareness,High,False,True,False,False,False,appendix_c
122,E,1,0,1,1238,12917,399,spatial_awareness,High,False,True,False,False,False,appendix_c
122,F,2,1,1,1647,12459,459,spatial_awareness,High,False,True,True,False,False,appendix_c
123,E,1,1,0,1774,7252,350,multi_hop_topological,Expert,False,True,False,False,False,appendix_c
123,F,1,0,1,1702,35344,333,multi_hop_topological,Expert,False,True,True,False,False,appendix_c
124,E,3,2,1,1886,7592,446,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
124,F,0,0,0,1893,5970,322,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
125,E,1,1,0,1148,5087,289,spatial_awareness,High,False,True,False,False,False,appendix_c
125,F,1,0,1,1416,6916,314,spatial_awareness,High,False,True,False,False,False,appendix_c
126,E,3,2,1,1697,7465,319,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
126,F,7,4,2,2141,6305,400,multi_hop_topological,Expert,True,False,True,False,False,appendix_c
127,E,7,4,2,1722,6467,339,analytical_aggregation,Hard,False,False,False,False,False,appendix_c
127,F,1,0,1,2084,13606,295,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
128,E,1,0,1,1231,16001,340,spatial_awareness,High,False,True,False,False,False,appendix_c
128,F,1,0,1,1444,6676,298,spatial_awareness,High,False,True,False,False,False,appendix_c
129,E,3,2,1,1609,12193,317,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
129,F,6,4,2,1543,5855,327,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
130,E,7,4,3,1160,16709,299,spatial_awareness,High,False,False,False,False,False,appendix_c
130,F,0,0,0,1364,6118,343,spatial_awareness,High,False,True,False,False,False,appendix_c
131,E,7,4,2,1458,11745,325,analytical_aggregation,Hard,False,False,False,False,False,appendix_c
131,F,1,0,1,2107,12005,327,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
132,E,1,1,0,1319,13111,526,spatial_awareness,High,False,True,False,False,False,appendix_c
132,F,1,0,1,1331,6216,318,spatial_awareness,High,False,True,False,False,False,appendix_c
133,E,1,1,0,1274,6668,324,spatial_awareness,High,False,True,False,False,False,appendix_c
133,F,1,0,1,1331,6778,314,spatial_awareness,High,False,True,False,False,False,appendix_c
134,E,4,2,1,1601,7567,409,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
134,F,3,2,1,1755,10710,537,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
135,E,3,2,1,1878,10652,399,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
135,F,1,0,1,1880,5737,442,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
136,E,3,2,1,1122,9518,327,spatial_awareness,High,False,True,False,False,False,appendix_c
136,F,1,0,1,1379,6488,484,spatial_awareness,High,False,True,False,False,False,appendix_c
137,E,1,0,1,1322,6523,351,spatial_awareness,High,False,True,False,False,False,appendix_c
137,F,0,0,0,1298,11440,310,spatial_awareness,High,False,True,False,False,False,appendix_c
138,E,4,2,2,1649,6551,434,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
138,F,4,2,2,1972,12786,479,multi_hop_topological,Expert,True,False,True,False,False,appendix_c
139,E,3,2,1,1565,6518,359,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
139,F,2,1,1,1764,7072,1662,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
140,E,2,1,1,1290,14777,991,multi_hop_topological,Expert,False,True,False,False,False,appendix_c
140,F,5,3,1,2174,15564,633,multi_hop_topological,Expert,True,True,True,False,False,appendix_c
141,E,2,1,1,1560,6206,319,analytical_aggregation,Hard,False,True,False,False,False,appendix_c
141,F,2,1,1,1675,6111,336,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
142,E,1,0,1,1656,6642,587,multi_hop_topological,Expert,False,True,False,False,False,appendix_c
142,F,9,5,3,1719,14128,381,multi_hop_topological,Expert,True,False,True,False,False,appendix_c
143,E,4,2,1,1644,6397,327,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
143,F,2,1,1,2042,11589,435,multi_hop_topological,Expert,True,True,True,False,False,appendix_c
144,E,6,3,2,1465,10461,334,analytical_aggregation,Hard,False,False,False,False,False,appendix_c
144,F,3,2,1,1684,5448,372,analytical_aggregation,Hard,False,True,True,False,False,appendix_c
145,E,2,1,1,1279,6243,335,spatial_awareness,High,False,True,False,False,False,appendix_c
145,F,0,0,0,1349,6345,368,spatial_awareness,High,False,True,False,False,False,appendix_c
146,E,3,2,1,1237,12732,392,spatial_awareness,High,False,True,False,False,False,appendix_c
146,F,1,0,1,1371,11603,369,spatial_awareness,High,False,True,False,False,False,appendix_c
147,E,2,1,1,1283,13915,309,spatial_awareness,High,False,True,False,False,False,appendix_c
147,F,2,1,1,1460,11690,358,spatial_awareness,High,False,True,True,False,False,appendix_c
148,E,2,1,1,1247,12335,511,spatial_awareness,High,False,True,False,False,False,appendix_c
148,F,2,1,1,1787,6397,348,spatial_awareness,High,False,True,True,False,False,appendix_c
149,E,2,1,1,1255,6840,505,spatial_awareness,High,False,True,False,False,False,appendix_c
149,F,0,0,0,1347,6085,334,spatial_awareness,High,False,True,False,False,False,appendix_c
150,E,3,2,1,1741,7863,344,multi_hop_topological,Expert,True,True,False,False,False,appendix_c
